0,-57
1,-64
2,-56
3,-56
4,-53
5,-53
6,-57
7,-49
8,-53
9,-57
10,-62
11,-59
12,-51
13,-58
14,-59
15,-59
16,-53
17,-48
18,-57
19,-60
20,-64
21,-65
22,-58
23,-58
24,-55
25,-60
26,-59
27,-51
28,-52
29,-57
30,-64
31,-56
32,-58
33,-62
34,-61
35,-60
36,-61
37,-55
38,-55
39,-59
40,-66
41,-64
42,-56
43,-61
44,-58
45,-54
46,-57
47,-55
48,-58
49,-65
50,-67
51,-60
52,-52
53,-58
54,-57
55,-58
56,-56
57,-49
58,-56
59,-60
60,-65
61,-62
62,-56
63,-56
64,-56
65,-60
66,-54
67,-52
68,-49
69,-60
70,-69
71,-60
72,-55
73,-57
74,-57
75,-54
76,-50
77,-54
78,-52
79,-58
80,-65
81,-67
82,-60
83,-60
84,-58
85,-58
86,-51
87,-52
88,-57
89,-60
90,-65
91,-62
92,-59
93,-57
94,-57
95,-58
96,-53
97,-54
98,-59
99,-61
100,-70
101,-60
102,-54
103,-56
104,-60
105,-59
106,-51
107,-49
108,-51
109,-63
110,-65
111,-67
112,-63
113,-60
114,-59
115,-56
116,-50
117,-54
118,-58
119,-66
120,-67
121,-58
122,-55
123,-60
124,-54
125,-58
126,-56
127,-56
128,-54
129,-62
130,-68
131,-67
132,-58
133,-60
134,-61
135,-62
136,-51
137,-55
138,-54
139,-62
140,-65
141,-61
142,-64
143,-59
144,-62
145,-60
146,-52
147,-54
148,-56
149,-58
150,-66
151,-57
152,-61
153,-58
154,-52
155,-56
156,-54
157,-55
158,-58
159,-63
160,-71
161,-59
162,-61
163,-61
164,-57
165,-59
166,-51
167,-56
168,-59
169,-63
170,-62
171,-56
172,-60
173,-58
174,-64
175,-69
176,-50
177,-53
178,-57
179,-65
180,-63
181,-65
182,-65
183,-60
184,-55
185,-60
186,-54
187,-54
188,-59
189,-64
190,-55
191,-52
192,-62
193,-54
194,-55
195,-57
196,-51
197,-53
198,-66
199,-68
200,-65
201,-60
202,-59
203,-58
204,-59
205,-54
206,-49
207,-53
208,-62
209,-63
210,-58
211,-59
212,-59
213,-56
214,-55
215,-52
216,-56
217,-59
218,-64
219,-62
220,-58
221,-56
222,-55
223,-55
224,-45
225,-43
226,-49
227,-52
228,-57
229,-67
230,-57
231,-52
232,-55
233,-53
234,-57
235,-48
236,-48
237,-55
238,-54
239,-57
240,-57
241,-52
242,-53
243,-54
244,-55
245,-50
246,-50
247,-56
248,-55
249,-63
250,-62
251,-53
252,-53
253,-54
254,-50
255,-45
256,-50
257,-53
258,-57
259,-64
260,-54
261,-49
262,-50
263,-53
264,-48
265,-40
266,-38
267,-47
268,-56
269,-58
270,-54
271,-55
272,-47
273,-49
274,-41
275,-31
276,-37
277,-34
278,-41
279,-45
280,-44
281,-39
282,-45
283,-48
284,-41
285,-32
286,-34
287,-44
288,-53
289,-49
290,-50
291,-47
292,-40
293,-44
294,-45
295,-42
296,-44
297,-47
298,-61
299,-61
300,-54
301,-55
302,-52
303,-50
304,-53
305,-51
306,-47
307,-53
308,-60
309,-60
310,-56
311,-55
312,-56
313,-59
314,-57
315,-50
316,-53
317,-59
318,-61
319,-60
320,-57
321,-63
322,-55
323,-57
324,-53
325,-49
326,-59
327,-59
328,-65
329,-65
330,-56
331,-50
332,-58
333,-51
334,-51
335,-50
336,-54
337,-54
338,-60
339,-55
340,-57
341,-60
342,-57
343,-57
344,-54
345,-49
346,-55
347,-65
348,-69
349,-64
350,-55
351,-36
352,-14
353,-9
354,2
355,18
356,26
357,32
358,34
359,46
360,40
361,44
362,44
363,36
364,29
365,16
366,1
367,-21
368,-34
369,-39
370,-48
371,-44
372,-54
373,-63
374,-66
375,-61
376,-63
377,-62
378,-60
379,-57
380,-56
381,-52
382,-54
383,-55
384,-51
385,-52
386,-54
387,-55
388,-61
389,-55
390,-54
391,-56
392,-57
393,-51
394,-46
395,-48
396,-54
397,-57
398,-62
399,-57
400,-52
401,-57
402,-53
403,-51
404,-46
405,-41
406,-48
407,-55
408,-62
409,-53
410,-55
411,-53
412,-56
413,-53
414,-44
415,-46
416,-54
417,-52
418,-61
419,-62
420,-49
421,-45
422,-43
423,-48
424,-42
425,-46
426,-44
427,-55
428,-55
429,-44
430,-55
431,-48
432,-43
433,-45
434,-38
435,-41
436,-46
437,-49
438,-58
439,-45
440,-44
441,-47
442,-46
443,-46
444,-40
445,-37
446,-38
447,-47
448,-49
449,-41
450,-41
451,-42
452,-40
453,-36
454,-30
455,-34
456,-36
457,-43
458,-39
459,-36
460,-41
461,-40
462,-30
463,-36
464,-26
465,-21
466,-32
467,-34
468,-34
469,-30
470,-29
471,-24
472,-19
473,-24
474,-20
475,-14
476,-17
477,-26
478,-21
479,-17
480,-16
481,-10
482,-10
483,-3
484,-5
485,-2
486,-4
487,-14
488,-11
489,-6
490,-13
491,-4
492,-1
493,-3
494,2
495,-2
496,-8
497,-19
498,-7
499,-9
500,-11
501,-10
502,-13
503,-12
504,-10
505,-19
506,-25
507,-27
508,-28
509,-28
510,-30
511,-31
512,-33
513,-29
514,-29
515,-37
516,-39
517,-43
518,-41
519,-42
520,-49
521,-42
522,-48
523,-38
524,-44
525,-48
526,-50
527,-54
528,-48
529,-51
530,-53
531,-44
532,-49
533,-43
534,-45
535,-48
536,-53
537,-56
538,-54
539,-59
540,-52
541,-47
542,-53
543,-47
544,-44
545,-48
546,-53
547,-59
548,-52
549,-53
550,-48
551,-49
552,-53
553,-46
554,-48
555,-52
556,-52
557,-55
558,-52
559,-53
560,-53
561,-51
562,-52
563,-44
564,-49
565,-55
566,-56
567,-58
568,-56
569,-53
570,-58
571,-56
572,-55
573,-46
574,-52
575,-51
576,-58
577,-57
578,-55
579,-60
580,-52
581,-54
582,-54
583,-47
584,-51
585,-54
586,-63
587,-60
588,-44
589,-49
590,-49
591,-56
592,-57
593,-48
594,-49
595,-54
596,-62
597,-61
598,-58
599,-56
600,-55
601,-51
602,-51
603,-48
604,-54
605,-51
606,-59
607,-59
608,-51
609,-53
610,-53
611,-57
612,-57
613,-53
614,-49
615,-54
616,-57
617,-51
618,-51
619,-56
620,-49
621,-52
622,-49
623,-43
624,-47
625,-60
626,-60
627,-56
628,-54
629,-62
630,-51
631,-49
632,-44
633,-44
634,-45
635,-57
636,-57
637,-59
638,-50
639,-53
640,-50
641,-52
642,-43
643,-46
644,-50
645,-56
646,-60
647,-52
648,-54
649,-53
650,-49
651,-55
652,-53
653,-48
654,-56
655,-53
656,-58
657,-55
658,-57
659,-58
660,-54
661,-52
662,-49
663,-48
664,-55
665,-56
666,-60
667,-55
668,-55
669,-52
670,-59
671,-52
672,-45
673,-50
674,-56
675,-63
676,-62
677,-61
678,-59
679,-54
680,-55
681,-54
682,-45
683,-45
684,-58
685,-60
686,-60
687,-58
688,-53
689,-52
690,-56
691,-58
692,-44
693,-48
694,-58
695,-54
696,-59
697,-57
698,-57
699,-53
700,-47
701,-53
702,-53
703,-52
704,-55
705,-57
706,-64
707,-54
708,-54
709,-53
710,-56
711,-57
712,-49
713,-52
714,-56
715,-50
716,-58
717,-58
718,-59
719,-57
720,-59
721,-58
722,-40
723,-46
724,-59
725,-64
726,-62
727,-55
728,-57
729,-55
730,-56
731,-57
732,-50
733,-53
734,-59
735,-59
736,-56
737,-55
738,-56
739,-53
740,-57
741,-51
742,-46
743,-55
744,-59
745,-61
746,-58
747,-58
748,-50
749,-49
750,-53
751,-51
752,-51
753,-54
754,-57
755,-60
756,-56
757,-59
758,-59
759,-51
760,-50
761,-53
762,-49
763,-49
764,-51
765,-58
766,-62
767,-55
768,-57
769,-58
770,-49
771,-46
772,-46
773,-48
774,-57
775,-55
776,-54
777,-53
778,-51
779,-54
780,-51
781,-47
782,-50
783,-45
784,-53
785,-63
786,-55
787,-51
788,-57
789,-49
790,-47
791,-48
792,-49
793,-55
794,-53
795,-58
796,-56
797,-54
798,-50
799,-53
800,-47
801,-50
802,-47
803,-50
804,-48
805,-56
806,-52
807,-52
808,-47
809,-48
810,-50
811,-43
812,-39
813,-38
814,-48
815,-57
816,-50
817,-50
818,-46
819,-39
820,-40
821,-32
822,-30
823,-33
824,-37
825,-48
826,-44
827,-41
828,-40
829,-41
830,-37
831,-39
832,-38
833,-40
834,-44
835,-54
836,-45
837,-41
838,-44
839,-46
840,-48
841,-41
842,-39
843,-52
844,-58
845,-65
846,-58
847,-56
848,-53
849,-55
850,-52
851,-50
852,-53
853,-55
854,-62
855,-62
856,-58
857,-51
858,-58
859,-53
860,-53
861,-50
862,-53
863,-61
864,-65
865,-62
866,-59
867,-55
868,-61
869,-58
870,-54
871,-52
872,-47
873,-59
874,-65
875,-61
876,-55
877,-58
878,-56
879,-54
880,-54
881,-48
882,-49
883,-58
884,-70
885,-60
886,-54
887,-59
888,-52
889,-57
890,-54
891,-55
892,-58
893,-54
894,-46
895,-33
896,-10
897,-4
898,12
899,26
900,43
901,57
902,56
903,50
904,47
905,42
906,38
907,36
908,27
909,6
910,-3
911,-18
912,-24
913,-39
914,-54
915,-60
916,-65
917,-79
918,-75
919,-67
920,-60
921,-51
922,-49
923,-58
924,-59
925,-55
926,-59
927,-62
928,-61
929,-54
930,-48
931,-51
932,-55
933,-61
934,-61
935,-58
936,-55
937,-58
938,-57
939,-58
940,-53
941,-49
942,-51
943,-64
944,-63
945,-55
946,-59
947,-54
948,-55
949,-53
950,-54
951,-53
952,-55
953,-57
954,-60
955,-56
956,-52
957,-53
958,-56
959,-56
960,-45
961,-46
962,-53
963,-56
964,-62
965,-53
966,-56
967,-60
968,-53
969,-51
970,-46
971,-46
972,-53
973,-56
974,-61
975,-56
976,-48
977,-48
978,-51
979,-52
980,-45
981,-47
982,-53
983,-49
984,-56
985,-50
986,-48
987,-50
988,-45
989,-44
990,-41
991,-38
992,-46
993,-57
994,-56
995,-47
996,-47
997,-47
998,-49
999,-43
1000,-37
1001,-40
1002,-42
1003,-47
1004,-45
1005,-39
1006,-45
1007,-44
1008,-27
1009,-33
1010,-24
1011,-30
1012,-37
1013,-44
1014,-34
1015,-24
1016,-21
1017,-21
1018,-25
1019,-27
1020,-19
1021,-15
1022,-20
1023,-26
1024,-22
1025,-17
1026,-17
1027,-10
1028,-16
1029,-11
1030,-9
1031,-3
1032,-12
1033,-18
1034,-11
1035,-13
1036,-12
1037,-7
1038,-5
1039,-5
1040,-10
1041,-7
1042,-10
1043,-19
1044,-20
1045,-17
1046,-20
1047,-15
1048,-21
1049,-21
1050,-20
1051,-24
1052,-36
1053,-45
1054,-39
1055,-35
1056,-39
1057,-38
1058,-38
1059,-35
1060,-36
1061,-41
1062,-48
1063,-53
1064,-50
1065,-53
1066,-52
1067,-47
1068,-50
1069,-49
1070,-53
1071,-53
1072,-56
1073,-60
1074,-52
1075,-54
1076,-60
1077,-57
1078,-53
1079,-47
1080,-49
1081,-51
1082,-58
1083,-60
1084,-56
1085,-55
1086,-53
1087,-50
1088,-54
1089,-47
1090,-49
1091,-54
1092,-63
1093,-63
1094,-56
1095,-59
1096,-61
1097,-56
1098,-55
1099,-50
1100,-51
1101,-52
1102,-55
1103,-62
1104,-58
1105,-61
1106,-53
1107,-56
1108,-54
1109,-50
1110,-49
1111,-54
1112,-63
1113,-66
1114,-60
1115,-53
1116,-54
1117,-55
1118,-49
1119,-45
1120,-52
1121,-55
1122,-57
1123,-63
1124,-54
1125,-52
1126,-50
1127,-54
1128,-59
1129,-46
1130,-42
1131,-50
1132,-59
1133,-66
1134,-60
1135,-52
1136,-51
1137,-45
1138,-46
1139,-42
1140,-44
1141,-47
1142,-57
1143,-60
1144,-54
1145,-50
1146,-52
1147,-50
1148,-50
1149,-43
1150,-45
1151,-51
1152,-58
1153,-59
1154,-57
1155,-54
1156,-55
1157,-53
1158,-52
1159,-50
1160,-45
1161,-49
1162,-55
1163,-57
1164,-55
1165,-55
1166,-52
1167,-52
1168,-52
1169,-44
1170,-50
1171,-62
1172,-65
1173,-58
1174,-53
1175,-54
1176,-56
1177,-54
1178,-54
1179,-48
1180,-53
1181,-56
1182,-69
1183,-59
1184,-51
1185,-51
1186,-53
1187,-56
1188,-51
1189,-50
1190,-50
1191,-53
1192,-57
1193,-58
1194,-57
1195,-58
1196,-54
1197,-53
1198,-48
1199,-47
1200,-58
1201,-58
1202,-60
1203,-52
1204,-55
1205,-55
1206,-53
1207,-58
1208,-47
1209,-45
1210,-54
1211,-60
1212,-64
1213,-63
1214,-55
1215,-58
1216,-56
1217,-53
1218,-54
1219,-54
1220,-53
1221,-57
1222,-56
1223,-50
1224,-54
1225,-54
1226,-52
1227,-58
1228,-50
1229,-53
1230,-53
1231,-55
1232,-60
1233,-57
1234,-57
1235,-57
1236,-55
1237,-55
1238,-45
1239,-48
1240,-53
1241,-57
1242,-59
1243,-59
1244,-55
1245,-52
1246,-58
1247,-53
1248,-43
1249,-51
1250,-54
1251,-55
1252,-58
1253,-58
1254,-61
1255,-57
1256,-52
1257,-49
1258,-49
1259,-52
1260,-51
1261,-59
1262,-59
1263,-52
1264,-57
1265,-56
1266,-52
1267,-53
1268,-52
1269,-52
1270,-48
1271,-51
1272,-56
1273,-60
1274,-60
1275,-55
1276,-51
1277,-47
1278,-45
1279,-50
1280,-55
1281,-59
1282,-58
1283,-58
1284,-53
