0,43
1,64
2,98
3,128
4,153
5,165
6,186
7,159
8,116
9,103
10,112
11,115
12,114
13,131
14,114
15,63
16,26
17,-14
18,-26
19,-20
20,-27
21,12
22,40
23,32
24,20
25,26
26,9
27,-2
28,-22
29,-6
30,-1
31,-3
32,17
33,37
34,17
35,-10
36,-17
37,-27
38,-19
39,4
40,-16
41,-5
42,31
43,14
44,-1
45,9
46,-11
47,-57
48,-35
49,-23
50,-2
51,8
52,-7
53,37
54,31
55,19
56,-11
57,-24
58,-10
59,-11
60,7
61,24
62,43
63,38
64,42
65,11
66,27
67,0
68,-10
69,10
70,-5
71,-2
72,38
73,26
74,37
75,-6
76,13
77,-25
78,-17
79,-15
80,-14
81,15
82,29
83,31
84,36
85,7
86,-3
87,-14
88,-2
89,-10
90,19
91,-2
92,34
93,65
94,30
95,8
96,17
97,3
98,0
99,7
100,55
101,43
102,63
103,69
104,52
105,35
106,26
107,16
108,24
109,18
110,20
111,46
112,78
113,77
114,74
115,71
116,53
117,43
118,39
119,32
120,58
121,96
122,88
123,62
124,48
125,60
126,63
127,36
128,25
129,48
130,71
131,78
132,72
133,82
134,67
135,43
136,54
137,8
138,30
139,48
140,47
141,75
142,83
143,71
144,34
145,18
146,33
147,11
148,2
149,4
150,10
151,42
152,49
153,35
154,29
155,10
156,-12
157,-6
158,-7
159,6
160,4
161,21
162,31
163,26
164,20
165,21
166,-4
167,-16
168,-16
169,-18
170,6
171,34
172,28
173,37
174,5
175,-8
176,-18
177,-11
178,-12
179,-23
180,27
181,52
182,52
183,-9
184,9
185,5
186,-12
187,-24
188,-12
189,19
190,13
191,46
192,35
193,30
194,1
195,-1
196,-14
197,-35
198,-17
199,-5
200,-2
201,33
202,6
203,21
204,8
205,-3
206,-23
207,-14
208,-4
209,-4
210,21
211,24
212,38
213,21
214,19
215,-4
216,-39
217,-12
218,-15
219,4
220,16
221,43
222,49
223,23
224,7
225,12
226,-20
227,-24
228,-25
229,16
230,18
231,37
232,37
233,37
234,20
235,13
236,-27
237,-23
238,-13
239,25
240,-6
241,23
242,34
243,23
244,7
245,-9
246,-31
247,-9
248,-5
249,4
250,7
251,26
252,44
253,42
254,6
255,-6
256,3
257,-10
258,-2
259,14
260,38
261,18
262,15
263,19
264,10
265,3
266,-25
267,-24
268,9
269,25
270,13
271,50
272,63
273,23
274,-2
275,-8
276,-28
277,-28
278,-19
279,7
280,26
281,43
282,29
283,13
284,1
285,-18
286,-24
287,-38
288,-13
289,1
290,10
291,18
292,26
293,31
294,11
295,-1
296,14
297,-11
298,21
299,18
300,20
301,27
302,38
303,10
304,11
305,-30
306,-28
307,6
308,-8
309,27
310,34
311,62
312,30
313,4
314,1
315,-17
316,-18
317,4
318,-3
319,-2
320,19
321,22
322,12
323,6
324,9
325,-17
326,-19
327,-6
328,2
329,16
330,29
331,39
332,25
333,-5
334,13
335,-25
336,-42
337,-24
338,-10
339,-2
340,18
341,54
342,34
343,7
344,9
345,0
346,-10
347,-3
348,10
349,-1
350,22
351,41
352,24
353,18
354,22
355,5
356,-13
357,-35
358,-11
359,-3
360,55
361,40
362,36
363,8
364,-12
365,-32
366,-24
367,-10
368,8
369,11
370,37
371,44
372,17
373,5
374,-10
375,-26
376,-35
377,-18
378,8
379,11
380,-1
381,13
382,2
383,24
384,6
385,-22
386,18
387,-16
388,8
389,-4
390,51
391,55
392,34
393,9
394,0
395,5
396,-27
397,-9
398,-1
399,19
400,27
401,21
402,24
403,18
404,4
405,-3
406,-20
407,11
408,18
409,27
410,31
411,57
412,46
413,17
414,11
415,-6
416,-3
417,13
418,27
419,26
420,50
421,54
422,35
423,22
424,5
425,1
426,0
427,-1
428,12
429,39
430,38
431,38
432,31
433,9
434,22
435,-11
436,-13
437,-32
438,23
439,40
440,31
441,29
442,25
443,2
444,1
445,-22
446,-15
447,-11
448,13
449,24
450,33
451,24
452,16
453,25
454,-15
455,-51
456,-32
457,-22
458,7
459,10
460,28
461,0
462,20
463,-13
464,-12
465,-16
466,-14
467,-9
468,-8
469,12
470,23
471,18
472,-10
473,-26
474,-29
475,-32
476,-8
477,5
478,-9
479,35
480,38
481,28
482,42
483,18
484,11
485,-11
486,12
487,7
488,39
489,54
490,61
491,65
492,62
493,67
494,76
495,104
496,147
497,179
498,187
499,204
500,178
501,135
502,99
503,108
504,51
505,28
506,45
507,14
508,-21
509,1
510,11
511,20
512,-11
513,-21
514,-31
515,-15
516,-2
517,29
518,16
519,40
520,48
521,22
522,14
523,-1
524,-16
525,-4
526,-10
527,-8
528,14
529,23
530,35
531,31
532,11
533,-1
534,-26
535,-24
536,-26
537,3
538,0
539,41
540,41
541,20
542,21
543,-33
544,-28
545,4
546,-3
547,9
548,3
549,2
550,31
551,15
552,-5
553,-1
554,-37
555,-7
556,7
557,25
558,44
559,35
560,20
561,10
562,9
563,10
564,-15
565,-12
566,-25
567,1
568,10
569,41
570,56
571,37
572,17
573,-13
574,-35
575,2
576,9
577,37
578,42
579,36
580,58
581,10
582,6
583,1
584,2
585,8
586,26
587,30
588,49
589,45
590,51
591,41
592,16
593,16
594,5
595,10
596,37
597,19
598,60
599,64
600,69
601,51
602,17
603,8
